Map Name,Personal Best,Rank,Bonus,Date,Start Speed
surf_sippysip,00:21.7266,23,2,2019-01-22 00:44:13,483 u/s
surf_skipalot,00:18.7852,17,1,2019-10-18 23:42:59,493 u/s
surf_skipalot,00:14.0625,9,2,2019-10-18 21:20:20,-1 u/s
surf_skipalot,00:09.2461,29,3,2019-10-19 03:12:09,509 u/s
surf_skipalot,00:07.8633,7,4,2019-10-18 21:35:02,493 u/s
surf_skyborn,00:18.4805,78,1,2019-04-28 19:58:39,503 u/s
surf_slob,00:10.3594,10,1,2021-11-27 02:22:20,482 u/s
surf_slobs,00:08.4375,9,1,2022-02-09 11:05:17,374 u/s
surf_slobs,00:09.5859,42,2,2022-02-09 11:03:14,375 u/s
surf_sluice_final,00:10.5703,113,1,2018-09-05 17:54:31,393 u/s
surf_sluice_final,00:06.9023,45,2,2018-09-05 17:53:40,-1 u/s
surf_sluice_final,00:11.9063,60,3,2018-09-05 17:55:27,393 u/s
surf_sluice_final,00:17.3320,15,4,2020-08-13 03:36:52,-1 u/s
surf_sluice_final,00:13.2305,2,5,2020-08-13 03:24:07,-1 u/s
surf_sodacity,00:12.0000,5,2,2022-01-02 11:51:06,494 u/s
surf_sodacity,00:11.9648,8,3,2022-01-02 11:44:46,494 u/s
surf_solace,00:18.7734,4,1,2020-08-24 11:13:41,475 u/s
surf_solace,00:15.6211,4,2,2020-08-25 01:34:57,-1 u/s
surf_something_serious,00:07.7695,3,3,2022-11-15 10:58:55,-1 u/s
surf_sorf,00:08.1563,5,1,2022-11-14 16:10:48,512 u/s
surf_sorf,00:09.1875,2,2,2022-11-14 17:04:34,498 u/s
surf_sos,00:51.2461,6,1,2022-07-04 21:57:30,426 u/s
surf_sos,00:14.2383,3,3,2022-07-04 22:04:50,426 u/s
surf_sos,00:09.9492,2,4,2022-07-05 15:15:38,483 u/s
surf_spacejam,00:02.9766,16,1,2018-03-07 01:04:46,482 u/s
surf_spaceship_ksf,00:18.1641,2,1,2018-01-21 18:28:21,497 u/s
surf_squirrelsonvacation,00:25.1250,10,1,2021-06-08 11:29:01,509 u/s
surf_starfire_csgo,00:17.4609,47,2,2018-05-05 21:18:00,-1 u/s
surf_starfire_csgo,00:15.8203,41,3,2018-05-05 20:57:32,-1 u/s
surf_stargaze_csgo,00:07.9102,142,1,2018-02-17 19:46:00,350 u/s
surf_static,00:07.7344,10,1,2017-12-31 06:10:34,491 u/s
surf_stickybutt_alpha,00:30.7383,1,1,2019-08-30 20:18:47,493 u/s
surf_stitched,00:19.7227,8,2,2020-08-12 03:23:35,5 u/s
surf_stoneage,00:06.6211,14,1,2018-08-27 18:28:12,493 u/s
surf_stonework2,00:07.4648,10,1,2018-12-22 02:16:25,628 u/s
surf_stonks,00:15.5156,24,1,2021-03-07 11:51:23,515 u/s
surf_stonks,00:31.1250,9,2,2021-03-07 11:38:26,-1 u/s
surf_strike,00:13.5234,4,1,2019-11-27 22:49:24,490 u/s
surf_subway,00:11.5430,107,1,2018-09-27 15:49:10,490 u/s
surf_subway,00:19.9688,25,2,2018-01-16 19:43:05,-1 u/s
surf_subway,00:18.5273,18,3,2018-01-16 20:16:51,-1 u/s
surf_summit,00:09.5977,1152,1,2018-06-17 20:34:34,480 u/s
surf_summit,03:48.0000,1065,3,2018-06-17 20:44:17,464 u/s
surf_sunday,00:13.4531,18,2,2020-06-30 22:25:06,0 u/s
surf_sup_,00:04.4766,56,1,2019-08-04 17:46:07,424 u/s
surf_surprise,00:11.6836,22,2,2019-06-30 09:48:36,494 u/s
surf_swagtoast_final,00:07.7578,137,1,2018-03-13 10:30:52,450 u/s
surf_sylvan,00:13.0664,11,1,2020-03-27 23:06:54,342 u/s
surf_synada,00:16.2891,23,1,2018-04-23 20:37:39,473 u/s
surf_telstar,00:06.6445,15,1,2020-01-02 03:59:21,498 u/s
surf_tempest,00:15.0938,23,1,2020-08-12 00:06:10,506 u/s
surf_tempest,00:04.3359,9,3,2020-08-11 23:39:50,-1 u/s
surf_tendies,00:33.5625,9,3,2021-01-09 06:43:47,260 u/s
surf_tenzo,00:07.8750,6,1,2021-10-21 10:37:23,485 u/s
surf_thembrium_sns,00:10.8633,6,1,2019-08-06 18:32:52,433 u/s
surf_theme,00:32.3789,12,1,2020-05-08 01:13:20,505 u/s
surf_theme,00:35.6133,8,2,2020-05-07 23:10:58,503 u/s
surf_theme,00:28.9922,1,3,2021-06-12 03:58:31,-1 u/s
surf_thesteve,00:07.9688,25,1,2021-04-10 11:02:33,508 u/s
surf_thesteve,00:11.2266,9,2,2021-07-01 07:58:09,0 u/s
surf_thesteve,00:20.2734,7,3,2021-04-10 12:01:10,0 u/s
surf_theunexpected,00:19.3477,5,2,2021-08-14 19:42:47,427 u/s
surf_theunexpected,00:14.4141,8,3,2021-08-14 19:50:05,427 u/s
surf_the_distance,00:05.9883,5,3,2017-12-24 03:02:23,-1 u/s
surf_the_distance,00:09.6211,46,4,2017-12-24 02:35:40,-1 u/s
surf_the_gloaming_rat,00:52.8750,3,1,2021-05-17 11:26:18,495 u/s
surf_thicket,00:11.3203,40,2,2019-10-23 13:16:45,-1 u/s
surf_tiltberg,00:18.0469,2,1,2023-04-14 15:36:28,473 u/s
surf_tiltberg,00:25.6875,1,3,2023-04-13 23:10:27,-1 u/s
surf_tiltberg,00:10.1953,2,4,2023-04-07 16:34:55,-1 u/s
surf_tiltberg,00:30.5508,3,6,2023-04-06 11:12:54,366 u/s
surf_timber,00:05.7773,16,1,2021-01-10 10:09:01,499 u/s
surf_togo_njv,00:13.5703,3,1,2020-01-22 22:54:08,518 u/s
surf_torque2_njv,00:12.9609,7,1,2018-02-09 13:52:44,1529 u/s
surf_torque_,00:09.0469,2,1,2020-07-22 00:39:57,508 u/s
surf_torque_,00:06.1758,32,2,2017-11-14 13:36:47,406 u/s
surf_torrent_njv_fix,00:12.0117,107,1,2018-02-22 00:59:13,496 u/s
surf_trance_ksf,00:11.3086,22,1,2019-03-24 02:28:18,154 u/s
surf_tranquil,00:17.7539,13,1,2020-08-01 09:39:45,506 u/s
surf_tranquil,00:20.1094,7,3,2020-08-02 10:27:22,-1 u/s
surf_tranquility,00:11.6250,29,1,2017-11-18 00:21:25,394 u/s
surf_treasurehunt_go,00:14.6484,41,1,2021-01-25 11:57:45,370 u/s
surf_treasurehunt_go,00:06.8555,4,2,2021-01-25 12:10:27,370 u/s
surf_trihard_go,00:22.8164,1,1,2021-12-26 04:54:34,509 u/s
surf_trihard_go,00:17.6953,1,2,2021-12-26 04:28:58,-1 u/s
surf_tronic_njv,00:04.5234,8,1,2018-09-19 23:47:33,318 u/s
surf_tronic_njv,00:05.2617,4,2,2020-04-27 07:31:28,-1 u/s
surf_tropic,00:18.5742,4,1,2023-04-05 20:33:50,498 u/s
surf_tropic,00:14.6367,28,2,2023-04-05 20:47:50,256 u/s
surf_tropic,00:10.5586,5,3,2023-04-05 21:03:13,256 u/s
surf_tropic,00:14.8945,3,4,2023-04-09 12:22:53,509 u/s
surf_tropic,00:10.9805,1,5,2023-04-09 13:22:03,0 u/s
surf_tycho,00:09.7500,24,1,2021-06-28 07:17:18,509 u/s
surf_tycho,00:14.2500,9,2,2021-06-28 10:43:38,492 u/s
surf_tycho,00:13.0664,7,3,2021-06-28 10:18:40,-1 u/s
surf_tycho,00:12.4805,15,4,2021-06-28 07:48:20,497 u/s
surf_uhhh_fix,00:09.0000,45,1,2020-01-21 23:19:19,369 u/s
surf_uhhh_fix,00:09.5859,6,2,2020-01-21 23:42:30,-1 u/s
surf_undergrowth,00:39.3516,2,1,2022-05-17 15:44:35,465 u/s
surf_undergrowth,00:11.5898,4,2,2022-05-17 15:27:43,-1 u/s
surf_unitflex,00:14.2031,6,1,2023-04-09 17:09:32,498 u/s
surf_vale,00:08.8359,3,1,2020-11-30 10:30:07,513 u/s
surf_vale2,00:12.7383,42,1,2019-01-29 22:38:05,493 u/s
surf_vast,00:19.4648,20,1,2019-11-26 14:57:58,503 u/s
surf_vegetables_fix_,00:06.6211,26,1,2021-10-21 10:47:43,507 u/s
surf_vitun_rotta,00:10.4063,23,2,2020-06-25 03:55:24,-1 u/s
surf_vitun_rotta,00:11.6250,9,3,2020-06-25 04:02:04,-1 u/s
surf_volcanic,00:11.8125,7,1,2018-05-07 22:12:20,402 u/s
surf_volvic,00:09.5039,14,1,2018-05-22 19:32:52,597 u/s
surf_volvic,00:05.8945,17,2,2018-05-22 19:19:01,-1 u/s
surf_voteforthisone,00:18.6445,10,2,2018-09-22 21:06:32,467 u/s
surf_wank,00:07.1719,13,1,2022-10-04 16:10:15,501 u/s
surf_warped,00:43.2188,2,1,2019-12-01 20:13:48,384 u/s
surf_warped,00:16.5000,3,2,2020-01-30 01:16:52,-1 u/s
surf_wasteland2,00:09.3398,5,2,2022-04-27 19:57:42,510 u/s
surf_wasteland2,00:13.3594,1,3,2022-04-29 18:30:04,2052 u/s
surf_wasteland_fix,00:18.1641,7,2,2021-08-14 12:40:44,509 u/s
surf_wasteland_fix,00:16.3242,12,3,2021-08-14 14:13:12,498 u/s
surf_water-run_b5_refix,00:20.0742,103,1,2020-08-04 01:03:07,502 u/s
surf_water-run_banjo_skill,00:08.8242,20,1,2017-11-19 05:13:31,483 u/s
surf_whiteout,00:16.2070,2,1,2020-09-01 03:12:36,509 u/s
surf_whoknows,00:08.6484,99,1,2018-01-13 20:07:10,460 u/s
surf_whoknows2,00:09.7266,31,1,2019-02-20 13:56:06,457 u/s
surf_whoknows3,00:09.4453,33,1,2018-09-15 15:15:48,487 u/s
surf_whoknows3,00:09.4102,18,2,2018-09-15 15:03:28,260 u/s
surf_whoknows3,00:12.1523,1,3,2022-11-10 11:07:41,-1 u/s
surf_wizard,00:07.5938,75,1,2018-06-15 17:02:16,485 u/s
surf_wizard,00:17.3906,44,2,2018-06-15 17:04:40,485 u/s
surf_wizard,00:19.5820,48,3,2018-06-15 17:05:36,485 u/s
surf_wonky_fix,00:04.9805,25,1,2023-03-13 22:05:47,503 u/s
surf_wonky_fix,00:23.1563,7,2,2023-03-14 19:41:42,-1 u/s
surf_wood,00:13.9336,18,1,2018-07-02 18:04:29,464 u/s
surf_yellow,00:10.3945,1,1,2022-01-19 11:17:39,495 u/s
surf_yellow,00:14.2383,4,2,2022-01-19 11:52:50,495 u/s
surf_yellow,00:14.4844,11,4,2022-01-19 11:27:17,495 u/s
surf_zbig2,00:19.8516,3,1,2021-03-07 07:52:15,616 u/s
surf_zen,00:12.6797,96,1,2018-05-14 07:35:37,494 u/s
surf_zen,00:31.2305,34,2,2018-05-14 07:44:03,494 u/s
surf_zen,00:15.8906,30,3,2018-05-14 07:48:39,494 u/s
surf_zen2,00:18.4570,8,1,2018-12-30 19:47:34,590 u/s
surf_zen2,00:21.7617,8,2,2019-08-22 02:57:36,0 u/s
surf_zen2,00:09.8672,13,3,2019-01-06 13:53:23,1710 u/s
surf_zen2,00:18.5742,23,4,2019-08-22 02:50:35,0 u/s
surf_zenith,00:07.8398,13,1,2022-01-28 07:58:09,505 u/s
surf_zen_ez,00:10.9219,16,1,2023-04-11 17:58:42,429 u/s
surf_zeonine_fix,00:22.8633,1,1,2019-10-04 11:47:44,486 u/s
surf_zeonine_fix,00:38.3086,1,2,2019-10-04 12:46:28,275 u/s
surf_zoomboys_csgo,00:23.8828,9,1,2019-01-08 21:05:06,516 u/s
surf_zoomboys_csgo,00:19.6758,28,2,2019-01-08 21:15:37,513 u/s
surf_zor,00:20.6719,39,1,2019-06-28 03:38:07,514 u/s
